id,path,r0,r1,c0,c1
3868,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/150.png,291,487,632,828
3869,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/150.png,45,241,1075,1271
3870,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,496,692,998,1194
3871,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,451,647,233,429
3872,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,355,551,735,931
3873,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,174,370,550,746
3874,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,56,252,137,333
3875,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,87,283,949,1145
3876,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,34,230,416,612
3877,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,114,310,781,977
3878,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,336,532,731,927
3879,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,322,518,1012,1208
3880,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,150,346,682,878
3881,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,63,259,468,664
3882,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,421,617,54,250
3883,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,378,574,591,787
3884,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/151.png,74,270,636,832
3885,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,110,306,447,643
3886,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,24,220,317,513
3887,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,42,238,1018,1214
3888,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,367,563,772,968
3889,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,211,407,1077,1273
3890,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,472,668,555,751
3891,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,19,215,4,200
3892,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,507,703,691,887
3893,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,458,654,1065,1261
3894,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,19,215,436,632
3895,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,437,633,82,278
3896,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,16,212,865,1061
3897,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,434,630,714,910
3898,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,260,456,18,214
3899,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/152.png,338,534,810,1006
3900,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,420,616,970,1166
3901,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,58,254,465,661
3902,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,152,348,92,288
3903,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,157,353,469,665
3904,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,265,461,1003,1199
3905,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,157,353,938,1134
3906,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,320,516,32,228
3907,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,57,253,366,562
3908,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,384,580,28,224
3909,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,236,432,341,537
3910,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,340,536,892,1088
3911,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,340,536,837,1033
3912,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,462,658,624,820
3913,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,268,464,530,726
3914,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/153.png,409,605,1014,1210
3915,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,489,685,937,1133
3916,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,5,201,818,1014
3917,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,454,650,720,916
3918,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,325,521,507,703
3919,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,308,504,938,1134
3920,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,225,421,614,810
3921,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,422,618,895,1091
3922,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,313,509,396,592
3923,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,197,393,605,801
3924,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,249,445,70,266
3925,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,68,264,303,499
3926,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,221,417,354,550
3927,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,350,546,919,1115
3928,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,126,322,199,395
3929,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/154.png,151,347,906,1102
3930,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,178,374,688,884
3931,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,190,386,1031,1227
3932,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,193,389,946,1142
3933,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,285,481,1031,1227
3934,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,486,682,473,669
3935,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,196,392,41,237
3936,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,148,344,480,676
3937,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,126,322,472,668
3938,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,426,622,271,467
3939,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,318,514,287,483
3940,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,217,413,570,766
3941,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,223,419,45,241
3942,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,73,269,820,1016
3943,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,166,362,269,465
3944,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/155.png,409,605,594,790
3945,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,225,421,875,1071
3946,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,462,658,673,869
3947,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,297,493,1041,1237
3948,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,345,541,596,792
3949,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,365,561,65,261
3950,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,295,491,676,872
3951,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,311,507,835,1031
3952,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,118,314,725,921
3953,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,100,296,541,737
3954,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,455,651,817,1013
3955,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,98,294,49,245
3956,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,242,438,893,1089
3957,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,454,650,981,1177
3958,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,320,516,632,828
3959,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/156.png,98,294,237,433
3960,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,385,581,78,274
3961,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,377,573,201,397
3962,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,254,450,843,1039
3963,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,70,266,392,588
3964,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,230,426,1052,1248
3965,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,362,558,592,788
3966,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,285,481,716,912
3967,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,26,222,707,903
3968,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,478,674,760,956
3969,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,228,424,210,406
3970,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,500,696,783,979
3971,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,283,479,392,588
3972,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,265,461,113,309
3973,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,472,668,936,1132
3974,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/157.png,131,327,165,361
3975,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,470,666,72,268
3976,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,502,698,370,566
3977,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,197,393,423,619
3978,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,484,680,446,642
3979,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,403,599,496,692
3980,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,151,347,520,716
3981,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,265,461,1068,1264
3982,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,97,293,241,437
3983,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,235,431,947,1143
3984,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,59,255,323,519
3985,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,499,695,1039,1235
3986,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,161,357,1070,1266
3987,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,173,369,940,1136
3988,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,294,490,908,1104
3989,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/158.png,257,453,210,406
3990,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,62,258,1049,1245
3991,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,1,197,279,475
3992,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,125,321,605,801
3993,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,110,306,391,587
3994,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,300,496,77,273
3995,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,421,617,337,533
3996,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,431,627,150,346
3997,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,433,629,7,203
3998,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,284,480,1002,1198
3999,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,458,654,335,531
4000,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,441,637,135,331
4001,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,258,454,167,363
4002,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,186,382,776,972
4003,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,121,317,297,493
4004,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/159.png,505,701,808,1004
4005,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,125,321,1008,1204
4006,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,289,485,285,481
4007,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,164,360,113,309
4008,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,480,676,549,745
4009,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,209,405,959,1155
4010,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,425,621,40,236
4011,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,23,219,181,377
4012,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,32,228,744,940
4013,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,34,230,823,1019
4014,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,137,333,521,717
4015,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,197,393,820,1016
4016,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,491,687,651,847
4017,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,29,225,943,1139
4018,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,3,199,691,887
4019,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/16.png,111,307,640,836
4020,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,381,577,343,539
4021,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,322,518,520,716
4022,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,257,453,653,849
4023,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,338,534,373,569
4024,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,505,701,700,896
4025,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,89,285,476,672
4026,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,221,417,458,654
4027,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,281,477,359,555
4028,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,392,588,880,1076
4029,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,320,516,128,324
4030,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,345,541,872,1068
4031,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,214,410,909,1105
4032,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,335,531,445,641
4033,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,415,611,1064,1260
4034,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,150,346,980,1176
4035,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,498,694,256,452
4036,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,261,457,687,883
4037,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,97,293,1023,1219
4038,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,466,662,554,750
4039,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,164,360,306,502
4040,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,138,334,745,941
4041,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,102,298,661,857
4042,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,357,553,129,325
4043,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,421,617,138,334
4044,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,198,394,119,315
4045,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,216,412,199,395
4046,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,185,381,531,727
4047,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,516,712,1045,1241
4048,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,112,308,638,834
4049,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,243,439,832,1028
4050,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,307,503,199,395
4051,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,447,643,806,1002
4052,/home/gaoha/epe/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,377,573,104,300
